Conjugation,Verb,Tense,Person,Lesson#,Lesson ID,Shared
arriskuan jarriko da,arriskuan-jarri,future,hura,73,future-mixer-pool,NO
egongo gara,egon,future,gu,74,future-mixer-pool-plural,NO
egongo zarete,egon,future,zuek,74,future-mixer-pool-plural,NO
egongo dira,egon,future,haiek,74,future-mixer-pool-plural,NO
ibiliko gara,ibili,future,gu,74,future-mixer-pool-plural,NO
ibiliko zarete,ibili,future,zuek,74,future-mixer-pool-plural,NO
ibiliko dira,ibili,future,haiek,74,future-mixer-pool-plural,NO
jango dugu,jan,future,gu,74,future-mixer-pool-plural,NO
jango duzue,jan,future,zuek,74,future-mixer-pool-plural,NO
jango dute,jan,future,haiek,74,future-mixer-pool-plural,NO
edango dugu,edan,future,gu,74,future-mixer-pool-plural,NO
edango duzue,edan,future,zuek,74,future-mixer-pool-plural,NO
edango dute,edan,future,haiek,74,future-mixer-pool-plural,NO
erosiko dugu,erosi,future,gu,74,future-mixer-pool-plural,NO
erosiko duzue,erosi,future,zuek,74,future-mixer-pool-plural,NO
erosiko dute,erosi,future,haiek,74,future-mixer-pool-plural,NO
ikusiko dugu,ikusi,future,gu,74,future-mixer-pool-plural,NO
ikusiko duzue,ikusi,future,zuek,74,future-mixer-pool-plural,NO
ikusiko dute,ikusi,future,haiek,74,future-mixer-pool-plural,NO
edukiko dugu,eduki,future,gu,74,future-mixer-pool-plural,NO
edukiko duzue,eduki,future,zuek,74,future-mixer-pool-plural,NO
edukiko dute,eduki,future,haiek,74,future-mixer-pool-plural,NO
hartuko dugu,hartu,future,gu,74,future-mixer-pool-plural,NO
hartuko duzue,hartu,future,zuek,74,future-mixer-pool-plural,NO
hartuko dute,hartu,future,haiek,74,future-mixer-pool-plural,NO
egingo dugu,egin,future,gu,74,future-mixer-pool-plural,NO
egingo duzue,egin,future,zuek,74,future-mixer-pool-plural,NO
egingo dute,egin,future,haiek,74,future-mixer-pool-plural,NO
irakurriko dugu,irakurri,future,gu,74,future-mixer-pool-plural,NO
irakurriko duzue,irakurri,future,zuek,74,future-mixer-pool-plural,NO
irakurriko dute,irakurri,future,haiek,74,future-mixer-pool-plural,NO
idatziko dugu,idatzi,future,gu,74,future-mixer-pool-plural,NO
idatziko duzue,idatzi,future,zuek,74,future-mixer-pool-plural,NO
idatziko dute,idatzi,future,haiek,74,future-mixer-pool-plural,NO
ikasiko dugu,ikasi,future,gu,74,future-mixer-pool-plural,NO
ikasiko duzue,ikasi,future,zuek,74,future-mixer-pool-plural,NO
ikasiko dute,ikasi,future,haiek,74,future-mixer-pool-plural,NO
entzungo dugu,entzun,future,gu,74,future-mixer-pool-plural,NO
entzungo duzue,entzun,future,zuek,74,future-mixer-pool-plural,NO
entzungo dute,entzun,future,haiek,74,future-mixer-pool-plural,NO
utziko dugu,utzi,future,gu,74,future-mixer-pool-plural,NO
utziko duzue,utzi,future,zuek,74,future-mixer-pool-plural,NO
utziko dute,utzi,future,haiek,74,future-mixer-pool-plural,NO
aurkituko dugu,aurkitu,future,gu,74,future-mixer-pool-plural,NO
aurkituko duzue,aurkitu,future,zuek,74,future-mixer-pool-plural,NO
aurkituko dute,aurkitu,future,haiek,74,future-mixer-pool-plural,NO
bilatuko dugu,bilatu,future,gu,74,future-mixer-pool-plural,NO
bilatuko duzue,bilatu,future,zuek,74,future-mixer-pool-plural,NO
bilatuko dute,bilatu,future,haiek,74,future-mixer-pool-plural,NO
galduko dugu,galdu,future,gu,74,future-mixer-pool-plural,NO
galduko duzue,galdu,future,zuek,74,future-mixer-pool-plural,NO
galduko dute,galdu,future,haiek,74,future-mixer-pool-plural,NO
jasoko dugu,jaso,future,gu,74,future-mixer-pool-plural,NO
jasoko duzue,jaso,future,zuek,74,future-mixer-pool-plural,NO
jasoko dute,jaso,future,haiek,74,future-mixer-pool-plural,NO
salduko dugu,saldu,future,gu,74,future-mixer-pool-plural,NO
salduko duzue,saldu,future,zuek,74,future-mixer-pool-plural,NO
salduko dute,saldu,future,haiek,74,future-mixer-pool-plural,NO
itxarongo dugu,itxaron,future,gu,74,future-mixer-pool-plural,NO
itxarongo duzue,itxaron,future,zuek,74,future-mixer-pool-plural,NO
itxarongo dute,itxaron,future,haiek,74,future-mixer-pool-plural,NO
sartuko gara,sartu,future,gu,74,future-mixer-pool-plural,NO
sartuko zarete,sartu,future,zuek,74,future-mixer-pool-plural,NO
sartuko dira,sartu,future,haiek,74,future-mixer-pool-plural,NO
aterako gara,atera,future,gu,74,future-mixer-pool-plural,NO
aterako zarete,atera,future,zuek,74,future-mixer-pool-plural,NO
aterako dira,atera,future,haiek,74,future-mixer-pool-plural,NO
hasiko gara,hasi,future,gu,74,future-mixer-pool-plural,NO
hasiko zarete,hasi,future,zuek,74,future-mixer-pool-plural,NO
hasiko dira,hasi,future,haiek,74,future-mixer-pool-plural,NO
biziko gara,bizi-izan,future,gu,74,future-mixer-pool-plural,NO
biziko zarete,bizi-izan,future,zuek,74,future-mixer-pool-plural,NO
biziko dira,bizi-izan,future,haiek,74,future-mixer-pool-plural,NO
eskatuko dugu,eskatu,future,gu,74,future-mixer-pool-plural,NO
eskatuko duzue,eskatu,future,zuek,74,future-mixer-pool-plural,NO
eskatuko dute,eskatu,future,haiek,74,future-mixer-pool-plural,NO
galdetuko dugu,galdetu,future,gu,74,future-mixer-pool-plural,NO
galdetuko duzue,galdetu,future,zuek,74,future-mixer-pool-plural,NO
galdetuko dute,galdetu,future,haiek,74,future-mixer-pool-plural,NO
adieraziko dugu,adierazi,future,gu,74,future-mixer-pool-plural,NO
adieraziko duzue,adierazi,future,zuek,74,future-mixer-pool-plural,NO
adieraziko dute,adierazi,future,haiek,74,future-mixer-pool-plural,NO
bukatuko dugu,bukatu,future,gu,74,future-mixer-pool-plural,NO
bukatuko duzue,bukatu,future,zuek,74,future-mixer-pool-plural,NO
bukatuko dute,bukatu,future,haiek,74,future-mixer-pool-plural,NO
amaituko dugu,amaitu,future,gu,74,future-mixer-pool-plural,NO
amaituko duzue,amaitu,future,zuek,74,future-mixer-pool-plural,NO
amaituko dute,amaitu,future,haiek,74,future-mixer-pool-plural,NO
gaindituko dugu,gainditu,future,gu,74,future-mixer-pool-plural,NO
gaindituko duzue,gainditu,future,zuek,74,future-mixer-pool-plural,NO
gaindituko dute,gainditu,future,haiek,74,future-mixer-pool-plural,NO
bereiztuko dugu,bereiztu,future,gu,74,future-mixer-pool-plural,NO
bereiztuko duzue,bereiztu,future,zuek,74,future-mixer-pool-plural,NO
bereiztuko dute,bereiztu,future,haiek,74,future-mixer-pool-plural,NO
ezagutuko dugu,ezagutu,future,gu,74,future-mixer-pool-plural,NO
ezagutuko duzue,ezagutu,future,zuek,74,future-mixer-pool-plural,NO
ezagutuko dute,ezagutu,future,haiek,74,future-mixer-pool-plural,NO
sentituko dugu,sentitu,future,gu,74,future-mixer-pool-plural,NO
sentituko duzue,sentitu,future,zuek,74,future-mixer-pool-plural,NO
sentituko dute,sentitu,future,haiek,74,future-mixer-pool-plural,NO
pentsatuko dugu,pentsatu,future,gu,74,future-mixer-pool-plural,NO
pentsatuko duzue,pentsatu,future,zuek,74,future-mixer-pool-plural,NO
pentsatuko dute,pentsatu,future,haiek,74,future-mixer-pool-plural,NO
sumatuko dugu,sumatu,future,gu,74,future-mixer-pool-plural,NO
sumatuko duzue,sumatu,future,zuek,74,future-mixer-pool-plural,NO
sumatuko dute,sumatu,future,haiek,74,future-mixer-pool-plural,NO
ulertuko dugu,ulertu,future,gu,74,future-mixer-pool-plural,NO
ulertuko duzue,ulertu,future,zuek,74,future-mixer-pool-plural,NO
ulertuko dute,ulertu,future,haiek,74,future-mixer-pool-plural,NO
aztertuko dugu,aztertu,future,gu,74,future-mixer-pool-plural,NO
aztertuko duzue,aztertu,future,zuek,74,future-mixer-pool-plural,NO
aztertuko dute,aztertu,future,haiek,74,future-mixer-pool-plural,NO
ukatuko dugu,ukatu,future,gu,74,future-mixer-pool-plural,NO
ukatuko duzue,ukatu,future,zuek,74,future-mixer-pool-plural,NO
ukatuko dute,ukatu,future,haiek,74,future-mixer-pool-plural,NO
batuko dugu,batu,future,gu,74,future-mixer-pool-plural,NO
batuko duzue,batu,future,zuek,74,future-mixer-pool-plural,NO
batuko dute,batu,future,haiek,74,future-mixer-pool-plural,NO
planteatuko dugu,planteatu,future,gu,74,future-mixer-pool-plural,NO
planteatuko duzue,planteatu,future,zuek,74,future-mixer-pool-plural,NO
planteatuko dute,planteatu,future,haiek,74,future-mixer-pool-plural,NO
eroriko gara,erori,future,gu,74,future-mixer-pool-plural,NO
eroriko zarete,erori,future,zuek,74,future-mixer-pool-plural,NO
eroriko dira,erori,future,haiek,74,future-mixer-pool-plural,NO
jaikiko gara,jaiki,future,gu,74,future-mixer-pool-plural,NO
jaikiko zarete,jaiki,future,zuek,74,future-mixer-pool-plural,NO
jaikiko dira,jaiki,future,haiek,74,future-mixer-pool-plural,NO
hausnartuko dugu,hausnartu,future,gu,74,future-mixer-pool-plural,NO
hausnartuko duzue,hausnartu,future,zuek,74,future-mixer-pool-plural,NO
hausnartuko dute,hausnartu,future,haiek,74,future-mixer-pool-plural,NO
argudiatuko dugu,argudiatu,future,gu,74,future-mixer-pool-plural,NO
argudiatuko duzue,argudiatu,future,zuek,74,future-mixer-pool-plural,NO
argudiatuko dute,argudiatu,future,haiek,74,future-mixer-pool-plural,NO
ondorioztatuko dugu,ondorioztatu,future,gu,74,future-mixer-pool-plural,NO
ondorioztatuko duzue,ondorioztatu,future,zuek,74,future-mixer-pool-plural,NO
ondorioztatuko dute,ondorioztatu,future,haiek,74,future-mixer-pool-plural,NO
gaitzetsiko dugu,gaitzetsi,future,gu,74,future-mixer-pool-plural,NO
gaitzetsiko duzue,gaitzetsi,future,zuek,74,future-mixer-pool-plural,NO
gaitzetsiko dute,gaitzetsi,future,haiek,74,future-mixer-pool-plural,NO
aldarrikatuko dugu,aldarrikatu,future,gu,74,future-mixer-pool-plural,NO
aldarrikatuko duzue,aldarrikatu,future,zuek,74,future-mixer-pool-plural,NO
aldarrikatuko dute,aldarrikatu,future,haiek,74,future-mixer-pool-plural,NO
plazaratuko dugu,plazaratu,future,gu,74,future-mixer-pool-plural,NO
plazaratuko duzue,plazaratu,future,zuek,74,future-mixer-pool-plural,NO
plazaratuko dute,plazaratu,future,haiek,74,future-mixer-pool-plural,NO
sustatuko dugu,sustatu,future,gu,74,future-mixer-pool-plural,NO
sustatuko duzue,sustatu,future,zuek,74,future-mixer-pool-plural,NO
sustatuko dute,sustatu,future,haiek,74,future-mixer-pool-plural,NO
bultzatuko dugu,bultzatu,future,gu,74,future-mixer-pool-plural,NO
bultzatuko duzue,bultzatu,future,zuek,74,future-mixer-pool-plural,NO
bultzatuko dute,bultzatu,future,haiek,74,future-mixer-pool-plural,NO
bermatuko dugu,bermatu,future,gu,74,future-mixer-pool-plural,NO
bermatuko duzue,bermatu,future,zuek,74,future-mixer-pool-plural,NO
bermatuko dute,bermatu,future,haiek,74,future-mixer-pool-plural,NO
babestuko dugu,babestu,future,gu,74,future-mixer-pool-plural,NO
babestuko duzue,babestu,future,zuek,74,future-mixer-pool-plural,NO
babestuko dute,babestu,future,haiek,74,future-mixer-pool-plural,NO
ziurtatuko dugu,ziurtatu,future,gu,74,future-mixer-pool-plural,NO
ziurtatuko duzue,ziurtatu,future,zuek,74,future-mixer-pool-plural,NO
ziurtatuko dute,ziurtatu,future,haiek,74,future-mixer-pool-plural,NO
borobilduko dugu,borobildu,future,gu,74,future-mixer-pool-plural,NO
borobilduko duzue,borobildu,future,zuek,74,future-mixer-pool-plural,NO
borobilduko dute,borobildu,future,haiek,74,future-mixer-pool-plural,NO
hitz egingo dugu,hitz-egin,future,gu,74,future-mixer-pool-plural,NO
hitz egingo duzue,hitz-egin,future,zuek,74,future-mixer-pool-plural,NO
hitz egingo dute,hitz-egin,future,haiek,74,future-mixer-pool-plural,NO
lan egingo dugu,lan-egin,future,gu,74,future-mixer-pool-plural,NO
lan egingo duzue,lan-egin,future,zuek,74,future-mixer-pool-plural,NO
lan egingo dute,lan-egin,future,haiek,74,future-mixer-pool-plural,NO
lo egingo dugu,lo-egin,future,gu,74,future-mixer-pool-plural,NO
lo egingo duzue,lo-egin,future,zuek,74,future-mixer-pool-plural,NO
lo egingo dute,lo-egin,future,haiek,74,future-mixer-pool-plural,NO
ahaleginak egingo dugu,ahaleginak-egin,future,gu,74,future-mixer-pool-plural,NO
ahaleginak egingo duzue,ahaleginak-egin,future,zuek,74,future-mixer-pool-plural,NO
ahaleginak egingo dute,ahaleginak-egin,future,haiek,74,future-mixer-pool-plural,NO
parte hartuko dugu,parte-hartu,future,gu,74,future-mixer-pool-plural,NO
parte hartuko duzue,parte-hartu,future,zuek,74,future-mixer-pool-plural,NO
parte hartuko dute,parte-hartu,future,haiek,74,future-mixer-pool-plural,NO
kontuan hartuko dugu,kontuan-hartu,future,gu,74,future-mixer-pool-plural,NO
kontuan hartuko duzue,kontuan-hartu,future,zuek,74,future-mixer-pool-plural,NO
kontuan hartuko dute,kontuan-hartu,future,haiek,74,future-mixer-pool-plural,NO
arreta emango dugu,arreta-eman,future,gu,74,future-mixer-pool-plural,NO
arreta emango duzue,arreta-eman,future,zuek,74,future-mixer-pool-plural,NO
arreta emango dute,arreta-eman,future,haiek,74,future-mixer-pool-plural,NO
ados egongo gara,ados-egon,future,gu,74,future-mixer-pool-plural,NO
ados egongo zarete,ados-egon,future,zuek,74,future-mixer-pool-plural,NO
ados egongo dira,ados-egon,future,haiek,74,future-mixer-pool-plural,NO
arriskuan jarriko gara,arriskuan-jarri,future,gu,74,future-mixer-pool-plural,NO
arriskuan jarriko zarete,arriskuan-jarri,future,zuek,74,future-mixer-pool-plural,NO
arriskuan jarriko dira,arriskuan-jarri,future,haiek,74,future-mixer-pool-plural,NO
behar dut,behar,present,ni,75,behar-present,NO
behar duzu,behar,present,zu,75,behar-present,NO
behar du,behar,present,hura,75,behar-present,NO
behar dugu,behar,present,gu,75,behar-present,NO
behar duzue,behar,present,zuek,75,behar-present,NO
behar dute,behar,present,haiek,75,behar-present,NO
beharko dut,behar,future,ni,76,behar-future,NO
beharko duzu,behar,future,zu,76,behar-future,NO
beharko du,behar,future,hura,76,behar-future,NO
beharko dugu,behar,future,gu,76,behar-future,NO
beharko duzue,behar,future,zuek,76,behar-future,NO
beharko dute,behar,future,haiek,76,behar-future,NO
duk,ukan,present,hi-m,77,unit-19-review,YES
dun,ukan,present,hi-f,77,unit-19-review,YES
etortzen nintzen,etorri,habitualPast,ni,84,etorri-habitual-past,NO
etortzen zinen,etorri,habitualPast,zu,84,etorri-habitual-past,NO
etortzen zen,etorri,habitualPast,hura,84,etorri-habitual-past,NO
etortzen ginen,etorri,habitualPast,gu,85,etorri-habitual-past-plural,NO
etortzen zineten,etorri,habitualPast,zuek,85,etorri-habitual-past-plural,NO
etortzen ziren,etorri,habitualPast,haiek,85,etorri-habitual-past-plural,NO
ikusten nuen,ikusi,habitualPast,ni,86,ikusi-habitual-past,NO
ikusten zenuen,ikusi,habitualPast,zu,86,ikusi-habitual-past,NO
ikusten zuen,ikusi,habitualPast,hura,86,ikusi-habitual-past,NO
ikusten genuen,ikusi,habitualPast,gu,87,ikusi-habitual-past-plural,NO
ikusten zenuten,ikusi,habitualPast,zuek,87,ikusi-habitual-past-plural,NO
ikusten zuten,ikusi,habitualPast,haiek,87,ikusi-habitual-past-plural,NO
nindoan,joan,imperfectivePast,ni,89,motion-imperfective-past-pool,NO
zindoazen,joan,imperfectivePast,zu,89,motion-imperfective-past-pool,NO
zihoan,joan,imperfectivePast,hura,89,motion-imperfective-past-pool,NO
nentorren,etorri,imperfectivePast,ni,89,motion-imperfective-past-pool,NO
zentozen,etorri,imperfectivePast,zu,89,motion-imperfective-past-pool,NO
zetorren,etorri,imperfectivePast,hura,89,motion-imperfective-past-pool,NO
nenbilen,ibili,imperfectivePast,ni,89,motion-imperfective-past-pool,NO
zenbiltzan,ibili,imperfectivePast,zu,89,motion-imperfective-past-pool,NO
zebilen,ibili,imperfectivePast,hura,89,motion-imperfective-past-pool,NO
gindoazen,joan,imperfectivePast,gu,90,motion-imperfective-past-pool-plural,NO
zindoazten,joan,imperfectivePast,zuek,90,motion-imperfective-past-pool-plural,NO
zihoazen,joan,imperfectivePast,haiek,90,motion-imperfective-past-pool-plural,NO
gentozen,etorri,imperfectivePast,gu,90,motion-imperfective-past-pool-plural,NO
zentozten,etorri,imperfectivePast,zuek,90,motion-imperfective-past-pool-plural,NO
zetozen,etorri,imperfectivePast,haiek,90,motion-imperfective-past-pool-plural,NO
genbiltzan,ibili,imperfectivePast,gu,90,motion-imperfective-past-pool-plural,NO
zenbiltzaten,ibili,imperfectivePast,zuek,90,motion-imperfective-past-pool-plural,NO
zebiltzan,ibili,imperfectivePast,haiek,90,motion-imperfective-past-pool-plural,NO
gustatzen zait,gustatu,present,ni,91,gustatu-present,NO
gustatzen zaizu,gustatu,present,zu,91,gustatu-present,NO
gustatzen zaio,gustatu,present,hura,91,gustatu-present,NO
gustatzen zaigu,gustatu,present,gu,91,gustatu-present,NO
gustatzen zaizue,gustatu,present,zuek,91,gustatu-present,NO
gustatzen zaie,gustatu,present,haiek,91,gustatu-present,NO
iruditzen zait,iruditu,present,ni,92,iruditu-present,NO
iruditzen zaizu,iruditu,present,zu,92,iruditu-present,NO
iruditzen zaio,iruditu,present,hura,92,iruditu-present,NO
iruditzen zaigu,iruditu,present,gu,92,iruditu-present,NO
iruditzen zaizue,iruditu,present,zuek,92,iruditu-present,NO
iruditzen zaie,iruditu,present,haiek,92,iruditu-present,NO
ahaztu zait,ahaztu,present,ni,93,ahaztu-present,NO
ahaztu zaizu,ahaztu,present,zu,93,ahaztu-present,NO
ahaztu zaio,ahaztu,present,hura,93,ahaztu-present,NO
ahaztu zaigu,ahaztu,present,gu,93,ahaztu-present,NO
ahaztu zaizue,ahaztu,present,zuek,93,ahaztu-present,NO
ahaztu zaie,ahaztu,present,haiek,93,ahaztu-present,NO
gustatzen zaizkit,gustatu,presentPlural,ni,94,gustatu-present-plural,NO
gustatzen zaizkizu,gustatu,presentPlural,zu,94,gustatu-present-plural,NO
gustatzen zaizkio,gustatu,presentPlural,hura,94,gustatu-present-plural,NO
gustatzen zaizkigu,gustatu,presentPlural,gu,94,gustatu-present-plural,NO
gustatzen zaizkizue,gustatu,presentPlural,zuek,94,gustatu-present-plural,NO
gustatzen zaizkie,gustatu,presentPlural,haiek,94,gustatu-present-plural,NO
iruditzen zaizkit,iruditu,presentPlural,ni,95,iruditu-present-plural,NO
iruditzen zaizkizu,iruditu,presentPlural,zu,95,iruditu-present-plural,NO
iruditzen zaizkio,iruditu,presentPlural,hura,95,iruditu-present-plural,NO
iruditzen zaizkigu,iruditu,presentPlural,gu,95,iruditu-present-plural,NO
iruditzen zaizkizue,iruditu,presentPlural,zuek,95,iruditu-present-plural,NO
iruditzen zaizkie,iruditu,presentPlural,haiek,95,iruditu-present-plural,NO
ahaztu zaizkit,ahaztu,presentPlural,ni,96,ahaztu-present-plural,NO
ahaztu zaizkizu,ahaztu,presentPlural,zu,96,ahaztu-present-plural,NO
ahaztu zaizkio,ahaztu,presentPlural,hura,96,ahaztu-present-plural,NO
ahaztu zaizkigu,ahaztu,presentPlural,gu,96,ahaztu-present-plural,NO
ahaztu zaizkizue,ahaztu,presentPlural,zuek,96,ahaztu-present-plural,NO
ahaztu zaizkie,ahaztu,presentPlural,haiek,96,ahaztu-present-plural,NO
jarraitzen zait,jarraitu,present,ni,99,nor-nori-present-pool,NO
jarraitzen zaizu,jarraitu,present,zu,99,nor-nori-present-pool,NO
jarraitzen zaio,jarraitu,present,hura,99,nor-nori-present-pool,NO
jarraitzen zaigu,jarraitu,present,gu,99,nor-nori-present-pool,NO
jarraitzen zaizue,jarraitu,present,zuek,99,nor-nori-present-pool,NO
jarraitzen zaie,jarraitu,present,haiek,99,nor-nori-present-pool,NO
darit,jario,present,ni,99,nor-nori-present-pool,NO
darizu,jario,present,zu,99,nor-nori-present-pool,NO
dario,jario,present,hura,99,nor-nori-present-pool,NO
darigu,jario,present,gu,99,nor-nori-present-pool,NO
darizue,jario,present,zuek,99,nor-nori-present-pool,NO
darie,jario,present,haiek,99,nor-nori-present-pool,NO
gustatu zitzaidan,gustatu,past,ni,100,gustatu-past,NO
gustatu zitzaizun,gustatu,past,zu,100,gustatu-past,NO
gustatu zitzaion,gustatu,past,hura,100,gustatu-past,NO
gustatu zitzaigun,gustatu,past,gu,100,gustatu-past,NO
gustatu zitzaizuen,gustatu,past,zuek,100,gustatu-past,NO
gustatu zitzaien,gustatu,past,haiek,100,gustatu-past,NO
gustatuko zait,gustatu,future,ni,101,gustatu-future,NO
gustatuko zaizu,gustatu,future,zu,101,gustatu-future,NO
gustatuko zaio,gustatu,future,hura,101,gustatu-future,NO
gustatuko zaigu,gustatu,future,gu,101,gustatu-future,NO
gustatuko zaizue,gustatu,future,zuek,101,gustatu-future,NO
gustatuko zaie,gustatu,future,haiek,101,gustatu-future,NO
iruditu zitzaidan,iruditu,past,ni,102,iruditu-past,NO
iruditu zitzaizun,iruditu,past,zu,102,iruditu-past,NO
iruditu zitzaion,iruditu,past,hura,102,iruditu-past,NO
iruditu zitzaigun,iruditu,past,gu,102,iruditu-past,NO
iruditu zitzaizuen,iruditu,past,zuek,102,iruditu-past,NO
iruditu zitzaien,iruditu,past,haiek,102,iruditu-past,NO
irudituko zait,iruditu,future,ni,103,iruditu-future,NO
irudituko zaizu,iruditu,future,zu,103,iruditu-future,NO
irudituko zaio,iruditu,future,hura,103,iruditu-future,NO
irudituko zaigu,iruditu,future,gu,103,iruditu-future,NO
irudituko zaizue,iruditu,future,zuek,103,iruditu-future,NO
irudituko zaie,iruditu,future,haiek,103,iruditu-future,NO
ahaztu zitzaidan,ahaztu,past,ni,104,ahaztu-past,NO
ahaztu zitzaizun,ahaztu,past,zu,104,ahaztu-past,NO
ahaztu zitzaion,ahaztu,past,hura,104,ahaztu-past,NO
ahaztu zitzaigun,ahaztu,past,gu,104,ahaztu-past,NO
ahaztu zitzaizuen,ahaztu,past,zuek,104,ahaztu-past,NO
ahaztu zitzaien,ahaztu,past,haiek,104,ahaztu-past,NO
ahaztuko zait,ahaztu,future,ni,105,ahaztu-future,NO
ahaztuko zaizu,ahaztu,future,zu,105,ahaztu-future,NO
ahaztuko zaio,ahaztu,future,hura,105,ahaztu-future,NO
ahaztuko zaigu,ahaztu,future,gu,105,ahaztu-future,NO
ahaztuko zaizue,ahaztu,future,zuek,105,ahaztu-future,NO
ahaztuko zaie,ahaztu,future,haiek,105,ahaztu-future,NO
jarraitu zitzaidan,jarraitu,past,ni,106,nor-nori-past-pool,NO
jarraitu zitzaizun,jarraitu,past,zu,106,nor-nori-past-pool,NO
jarraitu zitzaion,jarraitu,past,hura,106,nor-nori-past-pool,NO
jarraitu zitzaigun,jarraitu,past,gu,106,nor-nori-past-pool,NO
jarraitu zitzaizuen,jarraitu,past,zuek,106,nor-nori-past-pool,NO
jarraitu zitzaien,jarraitu,past,haiek,106,nor-nori-past-pool,NO
zeridan,jario,past,ni,106,nor-nori-past-pool,NO
zerizun,jario,past,zu,106,nor-nori-past-pool,NO
zerion,jario,past,hura,106,nor-nori-past-pool,NO
zerigun,jario,past,gu,106,nor-nori-past-pool,NO
zerizuen,jario,past,zuek,106,nor-nori-past-pool,NO
zerien,jario,past,haiek,106,nor-nori-past-pool,NO
esaten diot,esan,present,ni,107,esan-present,NO
esaten diozu,esan,present,zu,107,esan-present,NO
esaten dio,esan,present,hura,107,esan-present,NO
esaten diogu,esan,present,gu,107,esan-present,NO
esaten diozue,esan,present,zuek,107,esan-present,NO
esaten diote,esan,present,haiek,107,esan-present,NO
ematen dizut,eman,present,zu,108,eman-present,NO
ematen diot,eman,present,hura,108,eman-present,NO
ematen dizuet,eman,present,zuek,108,eman-present,NO
ematen diet,eman,present,haiek,108,eman-present,NO
esaten dizkiot,esan,presentPlural,ni,109,esan-present-plural,NO
esaten dizkiozu,esan,presentPlural,zu,109,esan-present-plural,NO
esaten dizkio,esan,presentPlural,hura,109,esan-present-plural,NO
esaten dizkiogu,esan,presentPlural,gu,109,esan-present-plural,NO
esaten dizkiozue,esan,presentPlural,zuek,109,esan-present-plural,NO
esaten dizkiote,esan,presentPlural,haiek,109,esan-present-plural,NO
ematen dizkizut,eman,presentPlural,zu,110,eman-present-plural,NO
ematen dizkiot,eman,presentPlural,hura,110,eman-present-plural,NO
ematen dizkizuet,eman,presentPlural,zuek,110,eman-present-plural,NO
ematen dizkiet,eman,presentPlural,haiek,110,eman-present-plural,NO
esan nizkion,esan,pastPlural,ni,111,esan-past-plural,NO
esan zenizkion,esan,pastPlural,zu,111,esan-past-plural,NO
esan zizkion,esan,pastPlural,hura,111,esan-past-plural,NO
esan genizkion,esan,pastPlural,gu,111,esan-past-plural,NO
esan zenizkioten,esan,pastPlural,zuek,111,esan-past-plural,NO
esan zizkioten,esan,pastPlural,haiek,111,esan-past-plural,NO
eman nizkizun,eman,pastPlural,zu,112,eman-past-plural,NO
eman nizkion,eman,pastPlural,hura,112,eman-past-plural,NO
eman nizkizuen,eman,pastPlural,zuek,112,eman-past-plural,NO
eman nizkien,eman,pastPlural,haiek,112,eman-past-plural,NO
esan nion,esan,past,ni,113,unit-25-fix-nori-review,NO
esan zenion,esan,past,zu,113,unit-25-fix-nori-review,NO
esan zion,esan,past,hura,113,unit-25-fix-nori-review,NO
esan genion,esan,past,gu,113,unit-25-fix-nori-review,NO
esan zenioten,esan,past,zuek,113,unit-25-fix-nori-review,NO
esan zioten,esan,past,haiek,113,unit-25-fix-nori-review,NO
esango diot,esan,future,ni,113,unit-25-fix-nori-review,NO
esango diozu,esan,future,zu,113,unit-25-fix-nori-review,NO
esango dio,esan,future,hura,113,unit-25-fix-nori-review,NO
esango diogu,esan,future,gu,113,unit-25-fix-nori-review,NO
esango diozue,esan,future,zuek,113,unit-25-fix-nori-review,NO
esango diote,esan,future,haiek,113,unit-25-fix-nori-review,NO
eman nizun,eman,past,zu,114,unit-25-fix-nork-review,NO
eman nion,eman,past,hura,114,unit-25-fix-nork-review,NO
eman nizuen,eman,past,zuek,114,unit-25-fix-nork-review,NO
eman nien,eman,past,haiek,114,unit-25-fix-nork-review,NO
emango dizut,eman,future,zu,114,unit-25-fix-nork-review,NO
emango diot,eman,future,hura,114,unit-25-fix-nork-review,NO
emango dizuet,eman,future,zuek,114,unit-25-fix-nork-review,NO
emango diet,eman,future,haiek,114,unit-25-fix-nork-review,NO
saltzen diot,saldu-dative,present,ni,121,ditransitive-dative-present,NO
saltzen diozu,saldu-dative,present,zu,121,ditransitive-dative-present,NO
saltzen dio,saldu-dative,present,hura,121,ditransitive-dative-present,NO
uzten diot,utzi-dative,present,ni,121,ditransitive-dative-present,NO
uzten diozu,utzi-dative,present,zu,121,ditransitive-dative-present,NO
uzten dio,utzi-dative,present,hura,121,ditransitive-dative-present,NO
adierazten diot,adierazi-dative,present,ni,121,ditransitive-dative-present,NO
adierazten diozu,adierazi-dative,present,zu,121,ditransitive-dative-present,NO
adierazten dio,adierazi-dative,present,hura,121,ditransitive-dative-present,NO
eskatzen diot,eskatu-dative,present,ni,121,ditransitive-dative-present,NO
eskatzen diozu,eskatu-dative,present,zu,121,ditransitive-dative-present,NO
eskatzen dio,eskatu-dative,present,hura,121,ditransitive-dative-present,NO
galdetzen diot,galdetu-dative,present,ni,121,ditransitive-dative-present,NO
galdetzen diozu,galdetu-dative,present,zu,121,ditransitive-dative-present,NO
galdetzen dio,galdetu-dative,present,hura,121,ditransitive-dative-present,NO
saltzen diogu,saldu-dative,present,gu,122,ditransitive-dative-present-plural,NO
